date,BR13,BR12,G16/BR11,BL15/BR10,R05/BR09,BR08,BR07,BR06,BR05,BR04,BR03,BR02,BR01,BR14,BR15,BR16,BR17,BR18,BR19,BR20,BR21,BR22,BR23,BL23/BR24,G03A,G01,G02,G03,G04,G05,G06,G07,G08,O05/G09,R08/G10,G11,O04,O03,O02,O01,R09,R10/BL12,R11/G14,R12,O11/R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R22A,R23,R24,R25,R26,R27,R28,BL01,BL02,BL03,BL04,BL05,BL06,BL07,BL08,BL09,BL10,G12/BL11,BL13,O07/BL14,BL16,BL17,BL18,BL19,BL20,BL21,BL22,R02,R03,R04,R06,G13,O08/G15,G17,G18,G19,O19,O18,O17,O16,O15,O14,O13,O12,O10,O09,O06/R07,O54,O53,O52,O51,O50,O21,O20
2015/8/31,11234,31547,70890,92736,48735,27494,22186,7737,6065,27077,4151,8562,7535,16846,17968,31521,30417,11352,15431,5773,15462,16509,8035,55194,4116,20746,21813,29920,40828,29410,17881,49751,35151,62688,51280,18863,69954,50706,49924,39868,48459,283952,66844,44140,47393,46734,55283,53866,43350,25479,58579,15383,15946,33885,9730,6814,5270,20811,18423,13708,59102,11592,24465,14355,39813,37045,52780,72606,77407,48778,51165,129769,39296,58988,76723,42063,110967,40335,33800,29655,23811,18459,68643,31495,12617,13251,76019,41905,40018,36119,16288,24681,8761,8328,8075,17991,16950,23756,33391,52422,43002,22776,23149,22925,23418,22539,15458,15660
2015/9/1,11263,31903,72312,94585,49690,28411,22901,7832,6034,28446,4272,8984,11942,16492,18385,32342,30774,11501,15592,6017,15472,16806,8944,56753,4434,20875,21787,30386,41829,28446,18200,51309,35047,62970,53740,16067,70067,50925,50076,39675,49896,275203,68700,44217,47901,49038,55450,53968,44145,25715,59087,15269,16231,34844,11117,6883,5558,21624,18732,13846,61730,11479,23681,13142,39476,37339,53672,71745,78849,49608,50562,126140,41574,58263,77446,43925,107674,41225,34253,30280,24111,18260,49233,32239,13064,13146,76319,40579,39990,37040,16342,22830,8683,8365,8021,17940,16431,23829,32897,52170,44721,22876,23164,22994,23057,22271,15535,15656
2015/9/2,11334,32473,72682,96333,49123,28412,22962,7906,6227,29497,4435,8933,10399,17268,18827,32160,30975,11685,15928,6153,15773,16845,8496,67315,4394,21149,22210,30136,41753,29047,18067,51315,37411,64219,54703,17036,70093,52157,50337,40244,50770,280000,70506,46487,47673,49232,62061,54637,47106,25767,60485,15507,16195,36329,11148,7157,5482,21915,18891,14115,64778,11863,24374,13750,40089,37861,54492,72012,78797,50425,52636,132443,42576,60223,80861,44781,110290,41373,34467,30922,24717,19510,49882,32193,13125,13464,75852,43948,39934,38973,16195,22277,8979,8432,8142,17717,16696,24038,33646,53066,46350,23176,23687,23248,23359,22568,16916,15638
2015/9/3,11223,32524,73144,101187,50368,28521,23393,7740,6250,29205,4471,9179,13169,16828,19995,31820,30858,11828,15876,7009,15802,16967,8452,69967,4618,21930,21963,30501,42188,29392,18163,53388,37635,63381,55293,15577,69566,52045,50348,39900,49479,293329,73145,46229,48916,48893,63220,56776,45282,25770,60496,15044,16301,35940,11895,6933,5462,21416,19185,14490,67567,11987,24642,13451,40476,37462,54562,73402,79469,50228,53368,137560,43068,61373,82347,46730,115420,41893,34295,30259,25079,20150,52838,32382,13516,13626,76468,43841,40178,39242,15938,26403,8800,8521,8110,17525,16865,24609,33319,53185,47692,22996,23973,23137,23152,22232,15952,15901
2015/9/4,12665,33860,76104,112129,50897,29503,24457,8214,7717,30399,4438,9485,14628,17853,21069,33135,31779,12437,16796,6325,16434,17759,8785,70878,4649,23008,23629,32344,43891,31222,19144,55862,41868,66244,59672,16196,73330,54420,52499,41698,49838,343216,79852,48643,51089,56435,69999,59466,48080,26366,61049,15600,17371,37309,12649,7261,5761,22436,19878,14735,71612,12500,26132,14419,42343,37807,58609,80910,82535,52265,55300,153216,44130,65848,90067,49750,126757,42902,36223,31861,26668,20761,73478,35150,15027,14274,78622,45228,41786,42360,15999,28862,9634,8694,8559,18077,17942,25946,34974,55260,51496,24346,25106,24631,24871,23867,16632,16705
2015/9/5,10214,22477,45821,112809,33272,20983,17737,7108,5428,20979,3745,6549,21186,13441,24538,12657,14352,8327,14951,6823,12118,13771,3632,38730,4360,22872,19951,27441,31755,28070,17452,64779,40978,55554,56956,8811,64015,46580,43349,36658,29974,358390,81750,40128,37780,62031,79013,57389,42335,18818,49577,12412,12247,31133,14756,6296,3842,16302,18642,12325,89350,10361,24826,12684,35631,29635,57189,78177,69053,44213,53840,171951,28930,71692,83206,41706,111754,30648,31526,20482,17994,17633,77815,25702,18268,11059,42650,39417,29742,36700,15339,26536,8881,4984,7219,14706,16926,20717,24931,38007,49013,20711,21513,21910,18382,20688,14541,15105
2015/9/6,9924,17986,33059,93362,26408,17856,13949,6390,4530,17093,3393,5771,20241,12087,19494,10130,11072,7199,12275,6191,10065,11531,3684,31460,4179,19366,17506,22918,25988,25106,14635,54547,33073,43778,42307,7629,53740,38712,36490,31390,21113,339303,65311,26890,34685,54740,66223,48794,43392,14986,42168,10551,9774,26961,12310,5368,4612,15190,14992,11747,86536,9704,23167,10883,31004,23952,47267,70869,59881,36125,47064,149382,25850,60988,63961,35344,100404,26155,26899,17579,16021,15516,72316,19665,17261,9114,32064,21329,23896,28829,15040,22967,7393,4074,5738,13251,14257,17789,21373,31629,40852,17712,18205,18278,17143,17932,13321,13227
2015/9/7,11665,31239,71443,91512,48527,28146,22902,7938,6128,31399,4363,9078,8855,17287,17935,31984,31010,11360,15759,5628,15475,16564,8516,54764,4355,20788,21672,30501,41479,29642,18054,49780,36521,63384,51149,18274,70015,50903,50658,39503,49361,282664,68521,45380,48591,49704,60973,56851,44119,25865,61302,15543,15934,34199,11021,7069,5918,29068,19327,13807,64445,11743,24304,13312,39608,37140,52655,70655,78785,49439,52722,129323,40097,61386,76441,42611,109854,39847,34260,29674,23501,18504,66589,31818,12180,12990,75969,43947,39898,37638,17297,21217,9012,8297,8195,18281,17162,23936,33479,52592,43801,23355,23612,23328,23803,23168,15940,16156
2015/9/8,10965,31914,72282,95237,48417,29391,23119,7854,6130,32372,4431,9307,13905,17604,19535,33134,31265,11579,15683,6007,16158,16989,8336,57826,4463,21453,21918,30939,41465,30336,18044,51719,36846,64991,53733,18642,69709,51699,50501,39988,50303,282192,71613,46383,48716,50643,67464,59012,46212,26475,62294,15265,16371,35648,11785,7087,5677,28364,19927,14391,68558,11927,25466,13168,39711,38974,54285,72118,79511,49785,53438,129365,41106,62780,78240,43768,109035,41208,34701,30513,24137,19603,50133,32256,13179,13610,74948,56707,39728,39456,18614,22607,9076,8608,8150,17921,16694,24238,32850,52078,45349,22968,23957,23207,23354,22382,16441,16106
2015/9/9,11672,32222,71719,95994,48558,29898,23621,7929,6344,32164,4515,9346,13558,18958,19659,33749,31503,11303,15888,6069,16329,17157,8149,57831,4284,21976,22416,30964,41966,31899,18168,54184,38466,65466,55457,18883,69990,52591,50752,40493,49576,282580,71275,46723,48962,49483,67983,60201,48464,26332,63599,15319,16077,35688,11464,7145,5772,28880,19878,14449,71121,12031,25404,13760,40464,38964,54879,72766,80670,50623,52720,135135,42053,62418,79836,44305,109447,40708,34214,30561,24358,20046,50347,32023,13850,13849,74696,43034,40385,39100,18513,21993,9117,8397,8315,17775,16639,23555,33391,53235,45817,23005,24098,23278,23217,22551,16694,15893
2015/9/10,11362,32517,73039,99200,49770,29553,23517,7553,6242,31762,4528,9442,13520,18318,19725,31361,30985,11558,15988,6190,15425,17192,8159,56475,4674,22100,22308,31075,42347,31918,18386,55474,38628,65462,57484,18403,70290,52591,51329,40552,48986,289818,72725,45607,48907,49684,70071,60014,46874,26187,63029,15274,16633,35753,11503,7058,5938,28166,19920,14587,73461,12052,25737,13356,41146,37571,55634,72950,80001,51071,53449,133917,44864,61592,80415,44239,116282,40916,34441,31261,24178,20685,61632,32893,13637,13769,75878,43599,40261,38944,19897,23504,9587,8356,8480,17966,16605,24478,33333,52657,46480,23231,24099,23762,23188,22877,17321,16254
2015/9/11,12747,33494,74804,108364,50360,30440,24202,7991,6276,33930,4612,9571,15123,19326,22267,32774,31989,12652,17149,6566,16275,17869,8347,58558,4671,23013,23654,32819,44049,33058,19330,63126,42566,68430,60290,19642,74290,54652,52809,43171,49077,342922,79204,48144,51770,54270,76739,64915,48779,26787,63324,16069,16630,38031,12228,7566,5996,29266,21615,15669,81378,12740,27542,14182,43029,38310,59611,81267,83238,52152,55063,151770,46107,68012,87405,48885,126477,42140,36379,32297,25512,21734,63231,34417,14877,14562,77216,46140,42171,43396,24354,23493,9939,8946,8655,18714,18318,26143,35069,54860,49968,24358,25191,24864,24232,23733,18577,17085
2015/9/12,10160,24136,47851,114731,31594,23394,18410,8617,5523,22833,4123,7124,23503,14961,36608,13623,16056,8871,15935,7658,13063,14948,4251,38933,4699,22412,20833,29310,33038,30905,18464,73820,44180,57261,54105,9271,67041,48089,44489,38080,29152,364432,80721,41211,38960,57534,89107,61694,43413,19967,55156,12593,12546,33079,15603,6639,3915,20047,19818,13717,100971,10798,31340,13552,37058,30097,58669,80440,72222,45052,55402,189462,30217,71775,84578,48138,122094,31528,33792,21908,19470,18420,62013,26392,20088,11500,44035,42431,30417,41123,21265,21788,8944,5091,7320,17128,17701,20983,27007,37820,49348,21928,22350,22380,21279,21551,15799,15233
2015/9/13,10429,19051,34534,90853,24873,19007,14300,6854,4368,18145,3349,6371,22935,13085,22859,10794,11366,7266,12264,6117,10303,11906,3495,32798,4349,20142,17621,24681,29335,28190,15592,63697,35207,44598,42102,7484,55495,40676,38160,32888,24735,354999,65757,28989,36127,51100,71721,51525,45947,15224,45396,11100,10523,27828,12901,5730,3672,18747,16084,11562,94945,9883,20356,11039,32013,24275,49239,77480,62339,37135,53614,153680,26953,63383,64547,36880,103509,26543,26412,18147,15902,15692,55325,20490,18088,9720,32253,24607,25701,30548,20177,16882,8357,4102,6334,12840,14615,18775,21782,37697,41066,17917,18487,18844,17507,18541,13771,13530
2015/9/14,11709,31646,69103,88135,47290,31156,23095,7785,6309,31194,4403,9290,10813,22420,19191,35564,30633,11320,16016,6009,17208,16621,8438,81321,4218,21310,22560,31449,41631,33353,17701,57548,36566,65089,52454,19347,70627,51520,50923,41739,49946,281351,65813,44705,49323,49195,70157,57088,44186,26227,62364,14987,16050,35236,10458,6884,5725,28254,19762,14910,76526,11957,22581,13685,41285,40708,53649,71047,84006,49767,54448,125688,43832,60347,73919,40098,109161,39775,34719,30678,25259,19720,55902,31082,12903,13159,73061,41228,39802,37606,28632,21655,9282,8267,8364,18418,16902,24808,33121,53769,43812,23564,24505,23634,23972,23188,17949,16231
2015/9/15,11480,32461,70946,92425,47539,31857,23523,7633,6380,31943,4429,9699,13962,22557,21190,35932,31484,11340,15671,6328,17205,17242,8593,81298,4256,21706,22950,31223,41949,33245,17747,56645,36495,65985,55239,19230,70722,52235,51589,41837,50929,273526,67861,44609,49449,51527,72922,59575,45553,26542,62516,15390,16458,35826,11119,7221,5851,28576,20199,15181,75597,12071,22842,13515,41839,40570,55057,71738,82775,50189,53420,123920,46087,60997,74647,42132,109244,40876,34629,31224,25586,19815,51205,31395,13491,13128,73538,41147,40091,37840,28842,22080,8993,8275,8467,18433,16797,24465,33162,54440,45318,23426,24288,23577,23716,22729,17965,16550
2015/9/16,11407,32718,72029,92881,49051,32044,23664,7991,6506,32548,4551,9519,12796,22648,19929,36234,31439,11496,16138,6088,17575,17025,8565,56746,4274,21712,23127,31763,43002,33708,18278,57754,37444,67214,55670,19537,71802,53341,52654,42361,50703,266658,69367,45585,50326,50504,72542,60161,48294,26432,63372,15449,16358,36042,11279,7134,5842,28861,20150,14890,75008,12276,22931,13843,41665,40786,54987,72061,83067,50694,52991,125284,47842,62375,75448,42293,108559,41059,34615,31492,24304,19764,52152,32767,13280,13850,75893,41931,41568,38539,28430,22260,9254,8371,8666,18934,17430,24638,34279,55081,46301,24272,24407,23930,23941,23238,17872,16726
2015/9/17,11777,32386,71232,95117,49187,31205,23677,7969,6328,31830,4485,9366,13664,22175,19382,35463,31119,11376,16022,6231,16691,16885,8260,56837,4570,21822,22931,31930,42419,33495,18059,57044,37794,65952,56605,19115,70283,52317,51576,41787,49582,272272,69357,45059,50075,50372,73785,59619,45748,26172,62926,15071,16824,36398,11583,6956,5841,28338,20366,15124,77798,11837,23183,13586,41918,40203,55132,72119,82633,50849,52768,124383,46609,61579,74036,41172,109618,40447,34033,31358,24307,19987,51193,31890,13096,13167,74921,41273,41388,37451,28380,21954,9241,8348,8454,18281,16744,24321,32724,54007,45489,23387,24359,23531,23902,22621,17573,16685
2015/9/18,13462,34191,75793,105806,51529,33518,24953,8248,6380,35063,4780,9776,15352,23115,23189,36093,32211,13567,17040,6554,17899,18173,9007,59718,4615,23345,24666,33817,45254,36794,19344,66165,42613,69655,66416,19841,74872,55652,54851,44023,50187,336459,78440,47868,52687,55916,82109,65466,49245,27224,66164,15988,17047,38423,12470,7239,5906,28344,21561,16378,87706,12815,24730,14496,44047,41315,59634,80797,86895,52581,55343,144775,48811,68392,86256,46202,123577,41894,36313,32666,26120,21864,58316,34746,14787,14527,77001,44155,43391,41535,30087,23684,9901,8595,9007,19182,18473,27292,34524,55997,50311,24621,26108,25539,24593,24137,18834,17833
2015/9/19,10623,24531,48327,112034,35429,24617,19131,7470,5731,23172,4056,7111,23472,17843,26060,13983,15216,8887,15779,7703,13891,15361,4032,40082,4915,23856,20545,29072,34078,32330,18098,72654,44002,60260,66461,10229,67586,48743,45543,39112,34822,353599,81951,42200,42050,54871,89434,62837,44447,20798,54682,13110,13192,32773,16360,6657,4301,20473,20074,13020,106189,10585,22546,12725,36858,30659,58136,79872,71624,44918,55685,169863,34887,65952,83094,43729,113474,33650,31710,22388,18483,19211,55840,26520,19735,12230,43946,36528,32723,38272,21786,21442,10590,5110,8048,15669,17653,23309,26083,41841,51421,26021,22354,23037,21388,22217,16851,15816
2015/9/20,10354,19635,36221,92062,25911,19764,15587,6871,4722,18315,3372,7453,25693,13945,20824,11013,11645,7789,12677,7478,12780,11999,3574,32889,4432,20942,18036,24144,29922,28060,15836,66733,35772,47172,53349,7755,56890,39498,38215,32770,24454,353316,69855,30463,37670,51466,77704,52643,44895,15468,45820,11297,10858,28835,14317,5669,3512,26473,16908,11681,99476,9815,20853,11061,33103,24647,48720,74177,61433,37146,50481,145416,28508,53996,63858,34530,94307,27505,26563,18328,16209,16893,53698,20845,18411,9818,33628,20716,26503,30781,17238,17011,8111,3928,6404,12856,14546,18862,22347,42025,43566,17971,18305,19074,17635,18451,14232,13642
2015/9/21,12111,31544,70841,90905,47290,30004,22792,7565,5982,30918,4348,9151,11469,21624,19111,34249,30164,11036,15194,5926,16404,16412,8038,55188,4293,21213,22538,31064,41165,32472,17341,54105,35303,64424,53770,19183,69401,50667,50537,41340,50211,275560,70616,46700,50609,49158,72421,58580,44080,25714,63472,15016,15874,35021,11235,6798,5717,27749,20031,14968,76173,12015,22528,13434,40776,39898,52929,71115,81089,48968,54955,122914,43837,57908,72494,40663,104221,38506,33821,29947,24019,19372,53295,30702,13049,13656,73769,40513,40131,38700,27628,21468,9052,8318,8244,17770,16300,24318,33836,53376,47612,23285,23757,23284,23067,22373,17335,16134
2015/9/22,11605,32990,72638,92918,48938,31723,23577,7768,6256,31896,4649,9338,14868,21883,19536,35967,31183,11293,15860,6152,17129,16743,8280,56358,4421,22195,22748,31708,42605,33381,17725,56141,36442,66623,56545,19245,70568,52190,51429,41884,51091,267810,72382,46867,51135,51930,73530,59120,46087,26576,63040,15348,16710,36149,11788,7002,5863,28737,20260,15385,75884,11843,22863,13381,41261,40434,54262,71972,81487,49865,54576,124709,47427,59702,73889,42180,104439,40279,33741,31299,23970,19890,51436,31921,13599,13841,74718,41569,41103,38252,28287,22123,9088,8448,8479,18317,16626,24889,33822,53936,48966,23179,23945,23479,23891,22886,17674,16095
2015/9/23,11471,33192,72525,95133,49218,32564,23955,7870,6435,31990,4613,9554,13649,22947,20051,35662,30909,11341,15825,6249,17026,17129,8454,56624,4320,22040,22962,31861,42804,33996,18329,57187,36806,67148,56384,19199,71445,52800,52072,42281,52249,270599,74060,46390,51020,50985,74018,60408,49450,26845,64293,15417,16503,36227,11501,7251,6043,28811,20263,15593,77246,12172,23031,13785,41701,40896,55916,72271,84160,50891,53548,124207,47894,61220,76333,42446,106188,41163,34541,31295,24461,19873,50397,32560,14150,13964,75010,41101,41718,38680,28600,22128,9180,8681,8528,18820,16571,24911,34295,54204,46888,23698,24572,24193,24131,22839,17693,16380
2015/9/24,11994,32871,74137,96334,49279,32234,23931,7820,6331,32209,4598,9276,13257,22169,20015,35813,30913,11218,15854,5971,17089,16633,8510,56627,4738,21935,22937,32163,42582,33815,18562,57082,38424,67374,58871,19272,70671,52507,51959,42431,51075,287062,73351,44987,50550,50110,72027,60023,46809,26569,63020,15456,16716,35774,10986,7008,5953,28880,20169,15106,74323,12171,23340,13650,41546,40375,55723,73553,83802,50718,52793,125109,48517,61602,76167,42274,110615,41066,34144,31075,24656,19955,50996,32293,13783,13752,76370,56702,41747,39119,28553,21884,9308,8553,8446,18418,16607,25017,33918,53119,46858,23403,24371,23704,24197,22844,17531,16432
2015/9/25,13782,34784,76028,106165,50616,33473,24723,8405,6767,34431,4768,10105,16764,22843,23140,36281,31779,13123,17136,6618,18061,18155,8314,59708,5030,24674,25031,35114,45861,37523,19863,67534,41856,70573,61884,19791,75367,56026,55110,44707,50852,384043,80545,48022,53419,57095,80588,66456,51217,27924,66904,16157,17227,39456,13007,7548,6007,29259,22016,16737,89957,13012,25794,14899,44995,41768,59672,85313,87350,52596,56991,144614,48217,67360,83243,46848,124277,43050,36772,33582,26390,21564,55867,34463,15564,15071,77172,57609,43735,44315,29997,25255,9827,8968,9115,19465,18088,27856,35504,56208,50616,25382,26442,25632,25298,24424,19711,18112
2015/9/26,10565,20107,39966,96524,25456,18278,15469,7104,5212,18195,3545,6481,19758,12504,24792,10709,11710,7468,13402,6161,10806,13724,3499,35636,4084,21090,18594,25497,29951,25814,15951,53156,36423,46092,40114,7403,59237,42558,41682,35362,22400,338258,71669,39710,32640,47461,70530,52362,39591,18234,45973,12102,11868,29346,15725,6047,3582,16809,18275,13626,86730,9910,20166,11886,33337,26249,50186,70336,61497,38632,50271,143573,26215,49589,68048,34734,91730,28905,27342,18702,15330,14848,44973,22748,15148,18861,35668,39176,27210,32541,16972,20623,9218,4410,6774,13997,17440,23395,24028,34378,41275,19686,20085,22104,18506,19852,14730,13963
2015/9/27,8537,14941,27814,81416,18017,13876,11850,5872,3677,12824,2415,4900,14661,8868,16395,7591,8791,5605,10162,4414,8160,9466,2919,26799,3602,16690,14965,20006,21492,19890,13106,39922,24071,33841,31680,4998,46928,32142,31328,28347,14814,271086,56902,22586,27021,33975,49198,40794,37118,12562,33530,9363,8610,21408,13528,4554,2721,11629,12826,9818,63927,8417,15612,9324,25778,18674,37889,58604,47436,28894,42735,123705,18309,38708,53830,25489,80505,21729,22163,14502,13439,9349,39801,16633,10589,7835,27334,32348,21156,22169,11764,13965,5956,3380,5014,10557,12111,15126,18592,27916,33381,14518,14773,16390,15078,15850,11502,10755
2015/9/28,3891,5477,14984,47467,9790,5429,4786,2476,1335,6269,881,1607,1918,3439,5514,3458,3315,2067,3920,1244,3100,3503,1019,16025,1172,7170,8033,11169,13836,11272,8022,20647,10701,17203,13765,2240,26996,18288,18284,16257,7991,200404,28995,18622,24958,10243,12298,13238,10409,5689,12812,3229,3156,7846,4080,1486,1507,4339,4847,3112,21645,4412,8045,4867,14476,12634,19397,39697,27357,16991,20571,62107,8436,16023,24396,12111,46189,12084,11575,8879,6964,4499,22917,9820,4037,4311,15025,7519,11823,9748,7373,7363,2841,1938,2626,6453,7237,9153,11295,14965,17218,7501,8107,9613,8287,8976,5650,6367
2015/9/29,7854,12322,27900,76250,16275,11165,9928,4012,2767,12840,1917,3246,3887,8326,14492,7734,7928,4842,8451,3259,6828,7467,3101,25009,2396,11864,11907,17029,20509,18107,11295,40529,22991,31721,23650,4872,39735,27923,26247,23996,20243,199034,54796,27567,23635,25450,43373,30187,29289,12555,31828,7878,7202,18759,7721,3627,2842,10780,12042,7256,50663,6644,12280,7699,21979,20006,34016,49176,43339,28051,37304,112868,14886,33734,49714,21355,73590,20179,20299,13840,11029,8851,32857,16139,7701,6971,27948,14248,18959,21073,11344,10654,5092,3083,4378,9171,11017,12371,16990,26290,29058,11561,12243,13480,12122,13358,8638,9149
2015/9/30,12211,32671,71545,90794,49162,32260,23792,7923,6301,31990,4496,9490,13489,22517,19192,35602,31309,11253,15733,6105,17238,16938,8188,56811,4337,21176,23191,32030,42985,33402,18245,57111,36924,67791,58202,20454,70617,52678,51633,41727,53125,279674,71725,45186,51113,52372,71113,62082,56206,27120,63176,15428,16285,36745,11791,7103,5822,29523,19788,15222,76004,12256,23313,13803,41992,41407,55614,73760,83205,51048,53650,124310,47302,61395,74757,41888,106629,40575,33900,30589,23993,19843,50511,32542,13737,13786,74840,41766,40479,37918,28993,22432,8996,8407,8457,18470,16582,24757,33167,53351,45101,23488,24358,23644,23555,22682,17995,16351
2015/10/1,12000,33182,74151,92952,49844,30992,23721,7735,6084,31488,4444,9209,14124,22352,21050,35740,31054,11327,15731,6099,16798,16756,8434,57094,4640,21792,23120,31750,42775,33578,18202,56188,38041,67004,60697,19674,71405,53007,51835,42219,51294,273054,90997,45954,50663,51376,72432,62413,51813,26651,62946,15569,16759,36779,12036,7140,6057,28947,20080,15546,76726,12205,23298,13381,41714,40827,55691,73285,83199,51151,53878,127789,47135,62517,75447,42969,112251,41226,34115,30809,24048,20215,59772,32404,13603,13807,75739,42196,40052,39206,28082,22190,9112,8382,8616,18377,16678,24689,33434,54413,47246,23808,24715,23619,24187,22786,17829,16748
2015/10/2,13030,34718,78646,105912,51941,33491,24887,8319,6411,34907,4728,9588,15893,23361,23212,37216,32854,12971,17027,6507,18372,18241,8816,59594,4696,23351,24891,34405,45028,36084,19597,65571,42112,71821,67578,19510,75844,56250,55366,43700,53349,332525,98140,49412,53919,56943,81623,69476,55946,27525,66279,16102,17712,38648,14136,7410,6196,29688,21730,16156,86707,13179,24944,14370,44090,42078,59878,81293,86783,53576,56518,151360,49596,67464,87335,48353,127099,43105,36866,32846,26028,21593,67268,35242,14728,14906,79168,53906,44138,44408,29156,23671,9789,8831,9060,18988,18216,27042,35224,57584,52217,24727,25702,25179,24987,23964,19273,17902
2015/10/3,9724,25238,49324,112555,31915,25400,19051,7195,5809,24139,4142,6969,24485,16765,25575,14844,15351,8642,15726,8676,13287,15117,3973,40820,4709,23126,20138,29082,34441,31131,17697,71990,44043,60928,56183,10088,65387,47755,45088,39860,32724,352189,110178,40695,40215,60003,83334,63212,53076,20288,53531,12646,13475,32276,17389,6755,4250,19413,20125,13610,105152,11231,22904,12707,37371,31116,57526,86208,71554,45308,54735,173995,34423,66286,84485,46314,117900,31720,31789,22267,18553,19163,62894,27286,20715,12330,44959,38457,31358,38042,21572,23465,8976,5078,7526,15458,17133,21517,26221,43285,50610,20892,21668,22627,20290,21865,16269,15194
2015/10/4,9999,19208,37196,91701,25274,20199,14880,6572,4689,18513,3516,6197,24219,13075,26186,10719,11466,7476,12440,6897,10441,12089,3660,32884,4189,20306,17265,24036,28994,27066,14854,59938,34526,46095,45947,7485,54796,40201,37313,32053,23428,328639,89938,30157,35728,48265,71390,54885,49383,15864,43695,10946,10964,28597,15594,5677,3238,16086,16485,12024,96965,9356,20060,11119,31083,24552,46983,69188,61155,37748,47760,144817,28778,52004,64305,34344,102761,27518,25822,18303,15632,17036,49606,20173,18103,9593,33223,25832,26211,30122,17285,17199,8741,4199,6500,13106,14019,18025,22172,35274,41200,17352,17863,19888,17751,18157,14061,13143
2015/10/5,11246,31807,71681,91333,48203,30761,23180,7563,5978,30899,4443,9097,11367,21600,19634,34889,30319,11045,15618,5942,16809,16430,8143,57213,4536,21996,22432,31223,42051,32717,17716,55147,35609,65263,59946,19027,69997,50682,51122,41597,51894,276310,81566,46592,49901,49977,70599,60893,47643,26429,62979,15292,15877,35659,12331,6759,5738,27631,19980,15116,79763,12068,22744,13813,41457,40228,53510,69957,81522,49929,53872,132052,44694,58356,74783,42185,110905,39413,33835,30088,23564,20452,55084,32091,13421,13356,74496,42541,40302,38251,27223,21661,8983,8218,8176,18029,16769,24070,33451,53213,46845,23041,23770,23205,23312,22638,17606,16195
2015/10/6,11312,33081,73671,98251,49761,31984,24197,7975,6334,31605,4492,9553,16969,22197,20257,35974,31631,11042,15724,6296,17290,17048,8274,64317,4519,22282,22841,32248,42124,33618,18491,55495,37193,66426,61638,19261,70916,52396,51888,42142,54132,273288,81668,46806,51646,53525,72334,63174,54732,27138,64573,15504,16721,37988,12469,6803,5986,28496,20783,15720,78230,12313,23228,13512,41958,41541,55716,71368,82968,51051,54192,129149,46589,59583,76353,43544,110265,41178,34046,31343,24462,20842,54378,33017,13701,13986,75039,42541,41014,38640,28314,22347,9191,8634,8518,18728,16891,24565,33444,53523,47071,23488,24439,23939,23880,22790,17836,16384
2015/10/7,11659,33230,72662,98104,49291,32438,24174,7962,6480,31977,4514,9424,15085,22411,20782,35997,31521,11357,15982,6492,17623,17261,8374,64910,4445,22564,23206,32105,43232,33235,18389,57750,37570,68337,60578,19476,71840,53878,52318,42662,52660,274868,82743,45904,51311,52708,73087,61741,54004,27123,64649,15463,16389,37378,12303,6919,6111,28854,20454,15441,78229,12701,23671,13977,42096,41848,56194,73076,83127,51130,53951,130666,48638,62490,77478,43835,110582,40887,34137,31183,24355,21053,53287,33274,14217,13893,76024,42470,40984,38704,28241,22183,9349,8785,8819,18581,16828,24534,33982,54867,46949,23637,24532,23888,23738,23043,18086,16456
2015/10/8,13610,34217,76162,106238,50918,34199,25170,8092,6215,35121,4749,9887,15347,23220,23770,37307,32172,12096,16895,6669,18513,17739,8552,66740,4853,23351,24711,34343,46721,35395,19635,65647,40331,69715,61054,19694,74989,55602,53935,44424,51797,348968,86483,46400,53541,55635,79413,64298,52900,27415,67288,16048,17406,38593,12925,7381,5966,30070,21006,16915,83400,13214,25721,14306,44411,42271,58296,85954,86633,53539,55013,141240,47824,68058,81808,46608,121986,42248,36030,32697,26805,20954,62481,34714,14119,14894,78111,43994,42801,40723,29771,23566,9768,9011,8904,19114,17708,27438,34698,56306,48775,24877,25609,25151,24652,24252,19052,18163
